PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:36:21,Main Run,3A,9,Radio,Visual Only,r_command_correct,0:00:04.74,1.521,NA,NA,
xxx,5/14/2015,16:36:27,Main Run,3A,9,Radio,Visual Only,r_confirm_correct,0:00:10.04,5.303,NA,yes,
xxx,5/14/2015,16:36:27,Main Run,3A,10,Radio,Visual Only,next trial,0:00:10.07,0.028,NA,NA,
xxx,5/14/2015,16:36:30,Main Run,3A,10,Radio,Visual Only,chime,0:00:13.29,3.22,NA,NA,
xxx,5/14/2015,16:36:31,Main Run,3A,10,Radio,Visual Only,r_command_correct,0:00:14.38,1.088,NA,NA,
xxx,5/14/2015,16:36:36,Main Run,3A,10,Radio,Visual Only,r_confirm_correct,0:00:19.33,4.952,NA,yes,
xxx,5/14/2015,16:36:36,Main Run,3A,11,Radio,Visual Only,next trial,0:00:19.36,0.028,NA,NA,
xxx,5/14/2015,16:36:39,Main Run,3A,11,Radio,Visual Only,chime,0:00:22.58,3.221,NA,NA,
xxx,5/14/2015,16:36:40,Main Run,3A,11,Radio,Visual Only,r_command_correct,0:00:23.82,1.239,NA,NA,
xxx,5/14/2015,16:36:45,Main Run,3A,11,Radio,Visual Only,r_confirm_correct,0:00:28.44,4.623,NA,yes,
xxx,5/14/2015,16:36:45,Main Run,3A,12,Radio,Visual Only,next trial,0:00:28.47,0.029,NA,NA,
xxx,5/14/2015,16:36:48,Main Run,3A,12,Radio,Visual Only,chime,0:00:31.70,3.234,NA,NA,
xxx,5/14/2015,16:36:50,Main Run,3A,12,Radio,Visual Only,r_command_correct,0:00:33.45,1.746,NA,NA,
xxx,5/14/2015,16:36:55,Main Run,3A,12,Radio,Visual Only,r_confirm_correct,0:00:38.58,5.128,NA,yes,
xxx,5/14/2015,16:36:55,Main Run,3A,13,Radio,Visual Only,next trial,0:00:38.60,0.028,NA,NA,
xxx,5/14/2015,16:36:58,Main Run,3A,13,Radio,Visual Only,chime,0:00:41.83,3.222,NA,NA,
xxx,5/14/2015,16:37:01,Main Run,3A,13,Radio,Visual Only,r_command_repeat,0:00:44.89,3.062,NA,NA,
xxx,5/14/2015,16:37:04,Main Run,3A,13,Radio,Visual Only,r_command_repeat,0:00:47.58,2.688,NA,NA,
xxx,5/14/2015,16:37:05,Main Run,3A,13,Radio,Visual Only,chime,0:00:48.14,0.563,NA,NA,
xxx,5/14/2015,16:37:07,Main Run,3A,13,Radio,Visual Only,chime,0:00:50.83,2.695,NA,NA,
xxx,5/14/2015,16:37:55,Main Run,4A,1,TDT Long,NA,change scenario,0:01:38.30,98.3,NA,NA,
xxx,5/14/2015,16:37:57,Main Run,4A,2,Radio,Visual Only,Jump to trial 2,0:00:00.00,-98.3,NA,NA,
xxx,5/14/2015,16:38:00,Main Run,4A,2,Radio,Visual Only,r_command_correct,0:00:02.44,2.445,NA,NA,
xxx,5/14/2015,16:38:01,Main Run,4A,2,Radio,Visual Only,chime,0:00:03.22,0.784,NA,NA,
xxx,5/14/2015,16:38:02,Main Run,4A,2,Radio,Visual Only,r_command_correct,0:00:05.10,1.879,NA,NA,
xxx,5/14/2015,16:38:07,Main Run,4A,2,Radio,Visual Only,r_confirm_correct,0:00:09.86,4.752,NA,yes,
xxx,5/14/2015,16:38:07,Main Run,4A,3,Radio,Visual Only,next trial,0:00:09.88,0.028,NA,NA,
xxx,5/14/2015,16:38:10,Main Run,4A,3,Radio,Visual Only,chime,0:00:13.10,3.221,NA,NA,
xxx,5/14/2015,16:38:12,Main Run,4A,3,Radio,Visual Only,r_command_correct,0:00:15.07,1.967,NA,NA,
xxx,5/14/2015,16:38:17,Main Run,4A,3,Radio,Visual Only,r_confirm_correct,0:00:20.09,5.016,NA,yes,
xxx,5/14/2015,16:38:17,Main Run,4A,4,Radio,Visual Only,next trial,0:00:20.12,0.029,NA,NA,
xxx,5/14/2015,16:38:20,Main Run,4A,4,Radio,Visual Only,chime,0:00:22.35,2.237,NA,NA,
xxx,5/14/2015,16:38:21,Main Run,4A,4,Radio,Visual Only,r_command_correct,0:00:24.17,1.814,NA,NA,
xxx,5/14/2015,16:38:26,Main Run,4A,4,Radio,Visual Only,r_confirm_correct,0:00:28.57,4.408,NA,yes,
xxx,5/14/2015,16:38:26,Main Run,4A,5,Radio,Visual Only,next trial,0:00:28.60,0.029,NA,NA,
xxx,5/14/2015,16:38:29,Main Run,4A,5,Radio,Visual Only,chime,0:00:31.83,3.222,NA,NA,
xxx,5/14/2015,16:38:30,Main Run,4A,5,Radio,Visual Only,r_command_correct,0:00:33.09,1.269,NA,NA,
xxx,5/14/2015,16:38:35,Main Run,4A,5,Radio,Visual Only,r_confirm_correct,0:00:38.12,5.024,NA,yes,
xxx,5/14/2015,16:38:35,Main Run,4A,6,Radio,Visual Only,next trial,0:00:38.15,0.029,NA,NA,
xxx,5/14/2015,16:38:39,Main Run,4A,6,Radio,Visual Only,chime,0:00:41.37,3.22,NA,NA,
xxx,5/14/2015,16:38:40,Main Run,4A,6,Radio,Visual Only,r_command_correct,0:00:42.46,1.087,NA,NA,
xxx,5/14/2015,16:38:44,Main Run,4A,6,Radio,Visual Only,r_confirm_correct,0:00:46.96,4.504,NA,yes,
xxx,5/14/2015,16:38:44,Main Run,4A,7,Radio,Visual Only,next trial,0:00:46.99,0.03,NA,NA,
xxx,5/14/2015,16:38:48,Main Run,4A,7,Radio,Visual Only,chime,0:00:50.22,3.233,NA,NA,
xxx,5/14/2015,16:38:49,Main Run,4A,7,Radio,Visual Only,r_command_correct,0:00:51.49,1.272,NA,NA,
