PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:18:13,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:18:16,Practice,NA,1,Radio,Visual Only,chime,0:00:03.21,3.217,NA,NA,
xxx,5/14/2015,16:18:17,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:04.17,4.17,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:19:06,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:19:20,Practice,NA,1,Radio,Visual Only,chime,0:00:13.11,13.118,NA,NA,
xxx,5/14/2015,16:19:22,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:15.78,15.79,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:20:03,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:20:06,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.222,NA,NA,
xxx,5/14/2015,16:20:07,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:04.19,4.191,NA,NA,
xxx,5/14/2015,16:20:12,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:09.13,9.132,NA,yes,
xxx,5/14/2015,16:20:12,Practice,NA,2,Radio,Visual Only,next trial,0:00:09.37,0.24,NA,NA,
xxx,5/14/2015,16:20:15,Practice,NA,2,Radio,Visual Only,chime,0:00:12.58,3.218,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:20:34,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:20:41,Practice,NA,1,Radio,Visual Only,chime,0:00:06.63,6.636,NA,NA,
xxx,5/14/2015,16:20:43,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:08.87,8.871,NA,NA,
xxx,5/14/2015,16:20:51,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:17.32,17.327,NA,yes,
xxx,5/14/2015,16:20:56,Practice,NA,2,Radio,Visual Only,next trial,0:00:21.90,4.579,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:21:55,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:22:05,Practice,NA,1,Radio,Visual Only,chime,0:00:10.01,10.015,NA,NA,
xxx,5/14/2015,16:22:10,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:14.45,14.452,NA,NA,
xxx,5/14/2015,16:22:14,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:19.17,19.171,NA,yes,
xxx,5/14/2015,16:22:14,Practice,NA,2,Radio,Visual Only,next trial,0:00:19.18,0.016,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:23:26,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:23:29,Practice,NA,1,Radio,Visual Only,chime,0:00:03.22,3.229,NA,NA,
xxx,5/14/2015,16:23:40,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:14.07,14.074,NA,NA,
xxx,5/14/2015,16:23:45,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:18.98,18.98,NA,yes,
xxx,5/14/2015,16:23:49,Practice,NA,2,Radio,Visual Only,next trial,0:00:22.38,3.403,NA,NA,
xxx,5/14/2015,16:23:52,Practice,NA,2,Radio,Visual Only,chime,0:00:25.60,3.224,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:24:31,Practice,NA,1,Radio,Visual Only,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:25:17,Practice,NA,1,Radio,Visual Only,chime,0:00:45.42,45.424,NA,NA,
xxx,5/14/2015,16:25:19,Practice,NA,1,Radio,Visual Only,r_command_correct,0:00:47.45,47.455,NA,NA,
xxx,5/14/2015,16:25:24,Practice,NA,1,Radio,Visual Only,r_confirm_correct,0:00:52.47,52.471,NA,yes,
xxx,5/14/2015,16:25:24,Practice,NA,2,Radio,Visual Only,next trial,0:00:52.50,0.031,NA,NA,
