"pid","Elapsed_Time","Task","delay","trial","Details","gender","age","scenario","error","part","delete"
101,"0:04:16.25","Radio","Short","4","B (Begin)","f",19,1,"low",1,FALSE
101,"0:04:18.63","Radio","Short","4","D (Down )","f",19,1,"low",1,FALSE
101,"0:04:19.03","Radio","Short","4","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:04:28.17","Radio","Short","4","E (End)","f",19,1,"low",1,FALSE
101,"0:04:34.06","Radio","Short","5","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:04:34.06","Radio","Short","5","B (Begin)","f",19,1,"low",1,FALSE
101,"0:04:38.63","Radio","Short","5","D (Down )","f",19,1,"low",1,FALSE
101,"0:04:39.23","Radio","Short","5","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:04:44.84","Radio","Short","5","E (End)","f",19,1,"low",1,FALSE
101,"0:04:50.58","Radio","Short","6","B (Begin)","f",19,1,"low",1,FALSE
101,"0:04:50.58","Radio","Short","6","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:04:51.23","Radio","Short","6","D (Down )","f",19,1,"low",1,FALSE
101,"0:04:51.70","Radio","Short","6","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:04:58.30","Radio","Short","6","D (Down )","f",19,1,"low",1,FALSE
101,"0:04:58.76","Radio","Short","6","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:05:01.88","Radio","Short","6","E (End)","f",19,1,"low",1,FALSE
101,"0:06:15.14","Calendar","Short","1","B (Begin)","f",19,1,"low",1,FALSE
101,"0:06:15.14","Calendar","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:23.36","Calendar","Short","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:06:24.16","Calendar","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:24.76","Calendar","Short","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:06:25.50","Calendar","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:27.36","Calendar","Short","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:06:28.56","Calendar","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:30.16","Calendar","Short","1","E (End)","f",19,1,"low",1,FALSE
101,"0:06:38.68","Calendar","Short","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:38.68","Calendar","Short","2","B (Begin)","f",19,1,"low",1,FALSE
101,"0:06:44.56","Calendar","Short","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:06:45.16","Calendar","Short","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:48.63","Calendar","Short","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:06:49.23","Calendar","Short","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:06:53.30","Calendar","Short","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:06:53.50","Calendar","Short","2","E (End)","f",19,1,"low",1,FALSE
101,"0:07:02.04","Calendar","Short","3","B (Begin)","f",19,1,"low",1,FALSE
101,"0:07:02.04","Calendar","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:07:09.16","Calendar","Short","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:07:09.96","Calendar","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:07:12.96","Calendar","Short","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:07:13.63","Calendar","Short","3","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:07:14.70","Calendar","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:07:16.63","Calendar","Short","3","E (End)","f",19,1,"low",1,FALSE
101,"0:08:31.96","Navigation","Short","1","B (Begin)","f",19,1,"low",1,FALSE
101,"0:08:31.96","Navigation","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:08:39.70","Navigation","Short","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:08:40.10","Navigation","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:08:43.63","Navigation","Short","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:08:44.50","Navigation","Short","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:08:47.90","Navigation","Short","1","E (End)","f",19,1,"low",1,FALSE
101,"0:08:58.16","Navigation","Short","2","B (Begin)","f",19,1,"low",1,FALSE
101,"0:08:58.16","Navigation","Short","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:09:13.56","Navigation","Short","2","E (End)","f",19,1,"low",1,FALSE
101,"0:09:23.90","Navigation","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:09:23.90","Navigation","Short","3","B (Begin)","f",19,1,"low",1,FALSE
101,"0:09:35.03","Navigation","Short","3","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:09:36.03","Navigation","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:09:39.70","Navigation","Short","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:09:40.16","Navigation","Short","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:09:40.69","Navigation","Short","3","E (End)","f",19,1,"low",1,FALSE
101,"0:10:58.16","1","N-back",NA,"B (Begin)","f",19,1,"low",1,FALSE
101,"0:10:58.16","1","N-back",NA,"S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:10:58.50","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:10:59.63","1","N-back",NA,"S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:11:01.30","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:37.96","1","N-back",NA,"O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:11:38.36","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:39.56","1","N-back",NA,"D (Down )","f",19,1,"low",1,FALSE
101,"0:11:40.03","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:41.56","1","N-back",NA,"O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:11:41.83","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:45.56","1","N-back",NA,"D (Down )","f",19,1,"low",1,FALSE
101,"0:11:46.16","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:51.63","1","N-back",NA,"D (Down )","f",19,1,"low",1,FALSE
101,"0:11:52.30","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:56.03","1","N-back",NA,"D (Down )","f",19,1,"low",1,FALSE
101,"0:11:56.56","1","N-back",NA,"F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:11:58.90","1","N-back",NA,"O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:11:59.96","1","N-back",NA,"E (End)","f",19,1,"low",1,FALSE
101,"0:12:09.33","Radio","Long","1","B (Begin)","f",19,1,"low",1,FALSE
101,"0:12:09.33","Radio","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:13.16","Radio","Long","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:12:13.70","Radio","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:18.50","Radio","Long","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:12:20.76","Radio","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:21.36","Radio","Long","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:12:21.83","Radio","Long","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:12:22.50","Radio","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:25.70","Radio","Long","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:12:26.30","Radio","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:28.90","Radio","Long","1","E (End)","f",19,1,"low",1,FALSE
101,"0:12:34.77","Radio","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:34.77","Radio","Long","2","B (Begin)","f",19,1,"low",1,FALSE
101,"0:12:39.03","Radio","Long","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:12:39.56","Radio","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:52.36","Radio","Long","2","E (End)","f",19,1,"low",1,FALSE
101,"0:12:56.50","Radio","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:12:56.50","Radio","Long","3","B (Begin)","f",19,1,"low",1,FALSE
101,"0:13:04.23","Radio","Long","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:13:04.76","Radio","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:13:16.48","Radio","Long","3","E (End)","f",19,1,"low",1,FALSE
101,"0:13:23.74","Radio","Long","4","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:13:23.74","Radio","Long","4","B (Begin)","f",19,1,"low",1,FALSE
101,"0:13:38.76","Radio","Long","4","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:13:39.76","Radio","Long","4","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:13:41.54","Radio","Long","4","E (End)","f",19,1,"low",1,FALSE
101,"0:13:47.83","Radio","Long","5","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:13:47.83","Radio","Long","5","B (Begin)","f",19,1,"low",1,FALSE
101,"0:13:51.30","Radio","Long","5","D (Down )","f",19,1,"low",1,FALSE
101,"0:13:51.76","Radio","Long","5","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:14:03.30","Radio","Long","5","D (Down )","f",19,1,"low",1,FALSE
101,"0:14:03.83","Radio","Long","5","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:14:07.23","Radio","Long","5","E (End)","f",19,1,"low",1,FALSE
101,"0:14:12.75","Radio","Long","6","D (Down )","f",19,1,"low",1,FALSE
101,"0:14:12.75","Radio","Long","6","B (Begin)","f",19,1,"low",1,FALSE
101,"0:14:13.70","Radio","Long","6","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:14:30.90","Radio","Long","6","E (End)","f",19,1,"low",1,FALSE
101,"0:15:44.47","Calendar","Long","1","B (Begin)","f",19,1,"low",1,FALSE
101,"0:15:44.47","Calendar","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:15:50.50","Calendar","Long","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:15:51.23","Calendar","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:15:56.96","Calendar","Long","1","D (Down )","f",19,1,"low",1,FALSE
101,"0:15:57.63","Calendar","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:00.63","Calendar","Long","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:01.50","Calendar","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:08.73","Calendar","Long","1","E (End)","f",19,1,"low",1,FALSE
101,"0:16:17.04","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:17.04","Calendar","Long","2","B (Begin)","f",19,1,"low",1,FALSE
101,"0:16:23.50","Calendar","Long","2","O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:16:24.03","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:27.90","Calendar","Long","2","O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:16:29.36","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:30.16","Calendar","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:31.10","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:45.96","Calendar","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:46.43","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:47.90","Calendar","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:48.56","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:50.90","Calendar","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:52.30","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:56.50","Calendar","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:16:57.43","Calendar","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:16:59.32","Calendar","Long","2","E (End)","f",19,1,"low",1,FALSE
101,"0:17:07.92","Calendar","Long","3","B (Begin)","f",19,1,"low",1,FALSE
101,"0:17:07.92","Calendar","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:17:16.63","Calendar","Long","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:17:17.10","Calendar","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:17:30.10","Calendar","Long","3","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:17:30.99","Calendar","Long","3","E (End)","f",19,1,"low",1,FALSE
101,"0:18:46.66","Navigation","Long","1","B (Begin)","f",19,1,"low",1,FALSE
101,"0:18:46.66","Navigation","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:02.50","Navigation","Long","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:19:03.10","Navigation","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:05.36","Navigation","Long","1","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:19:06.50","Navigation","Long","1","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:13.10","Navigation","Long","1","E (End)","f",19,1,"low",1,FALSE
101,"0:19:23.81","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:23.81","Navigation","Long","2","B (Begin)","f",19,1,"low",1,FALSE
101,"0:19:26.56","Navigation","Long","2","O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:19:26.90","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:32.10","Navigation","Long","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:19:32.76","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:36.83","Navigation","Long","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:19:37.56","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:41.83","Navigation","Long","2","S (Secondary Display )","f",19,1,"low",1,FALSE
101,"0:19:42.36","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:43.36","Navigation","Long","2","D (Down )","f",19,1,"low",1,FALSE
101,"0:19:44.50","Navigation","Long","2","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:47.61","Navigation","Long","2","E (End)","f",19,1,"low",1,FALSE
101,"0:19:57.86","Navigation","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:19:57.86","Navigation","Long","3","B (Begin)","f",19,1,"low",1,FALSE
101,"0:20:00.16","Navigation","Long","3","O (Other Off 'Road')","f",19,1,"low",1,FALSE
101,"0:20:00.36","Navigation","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:20:05.83","Navigation","Long","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:20:06.23","Navigation","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:20:08.23","Navigation","Long","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:20:08.96","Navigation","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:20:09.83","Navigation","Long","3","D (Down )","f",19,1,"low",1,FALSE
101,"0:20:10.50","Navigation","Long","3","F (Forward (On 'Road'))","f",19,1,"low",1,FALSE
101,"0:20:25.25","Navigation","Long","3","E (End)","f",19,1,"low",1,FALSE
101,"0:03:27.63",NA,NA,NA,"T (Time Sync)","f",19,1,"low",2,FALSE
101,"0:03:35.32","Navigation","Long","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:03:58.74","Navigation","Long","1","E (End)","f",19,1,"low",2,FALSE
101,"0:04:09.43","Navigation","Long","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:04:33.63","Navigation","Long","2","E (End)","f",19,1,"low",2,FALSE
101,"0:04:43.91","Navigation","Long","3","B (Begin)","f",19,1,"low",2,FALSE
101,"0:05:28.04","Navigation","Long","3","E (End)","f",19,1,"low",2,FALSE
101,"0:06:39.09","Radio","Long","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:06:58.71","Radio","Long","1","E (End)","f",19,1,"low",2,FALSE
101,"0:07:04.59","Radio","Long","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:07:22.72","Radio","Long","2","E (End)","f",19,1,"low",2,FALSE
101,"0:07:28.81","Radio","Long","3","B (Begin)","f",19,1,"low",2,FALSE
101,"0:07:46.35","Radio","Long","3","E (End)","f",19,1,"low",2,FALSE
101,"0:07:51.84","Radio","Long","4","B (Begin)","f",19,1,"low",2,FALSE
101,"0:08:10.14","Radio","Long","4","E (End)","f",19,1,"low",2,FALSE
101,"0:08:15.99","Radio","Long","5","B (Begin)","f",19,1,"low",2,FALSE
101,"0:08:35.65","Radio","Long","5","E (End)","f",19,1,"low",2,FALSE
101,"0:08:41.86","Radio","Long","6","B (Begin)","f",19,1,"low",2,FALSE
101,"0:09:00.97","Radio","Long","6","E (End)","f",19,1,"low",2,FALSE
101,"0:10:14.22","Calendar","Long","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:10:37.96","Calendar","Long","1","E (End)","f",19,1,"low",2,FALSE
101,"0:10:46.44","Calendar","Long","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:11:09.83","Calendar","Long","2","E (End)","f",19,1,"low",2,FALSE
101,"0:11:18.61","Calendar","Long","3","B (Begin)","f",19,1,"low",2,FALSE
101,"0:11:57.61","Calendar","Long","3","E (End)","f",19,1,"low",2,FALSE
101,"0:13:13.35","1","N-back",NA,"B (Begin)","f",19,1,"low",2,FALSE
101,"0:14:14.41","1","N-back",NA,"E (End)","f",19,1,"low",2,FALSE
101,"0:14:26.47","Navigation","Short","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:14:43.23","Navigation","Short","1","E (End)","f",19,1,"low",2,FALSE
101,"0:14:53.56","Navigation","Short","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:15:10.67","Navigation","Short","2","E (End)","f",19,1,"low",2,FALSE
101,"0:15:20.92","Navigation","Short","3","B (Begin)","f",19,1,"low",2,FALSE
101,"0:15:36.17","Navigation","Short","3","E (End)","f",19,1,"low",2,FALSE
101,"0:16:46.79","Radio","Short","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:16:56.47","Radio","Short","1","E (End)","f",19,1,"low",2,FALSE
101,"0:17:02.45","Radio","Short","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:17:12.42","Radio","Short","2","E (End)","f",19,1,"low",2,FALSE
101,"0:17:18.19","Radio","Short","3","B (Begin)","f",19,1,"low",2,FALSE
101,"0:17:27.98","Radio","Short","3","E (End)","f",19,1,"low",2,FALSE
101,"0:17:34.48","Radio","Short","4","B (Begin)","f",19,1,"low",2,FALSE
101,"0:17:45.10","Radio","Short","4","E (End)","f",19,1,"low",2,FALSE
101,"0:17:50.71","Radio","Short","5","B (Begin)","f",19,1,"low",2,FALSE
101,"0:18:00.60","Radio","Short","5","E (End)","f",19,1,"low",2,FALSE
101,"0:18:06.09","Radio","Short","6","B (Begin)","f",19,1,"low",2,FALSE
101,"0:18:17.14","Radio","Short","6","E (End)","f",19,1,"low",2,FALSE
101,"0:19:30.59","Calendar","Short","1","B (Begin)","f",19,1,"low",2,FALSE
101,"0:19:44.22","Calendar","Short","1","E (End)","f",19,1,"low",2,FALSE
101,"0:19:52.73","Calendar","Short","2","B (Begin)","f",19,1,"low",2,FALSE
101,"0:20:07.04","Calendar","Short","2","E (End)","f",19,1,"low",2,FALSE
101,"0:20:15.79","Calendar","Short","3","B (Begin)","f",19,1,"low",2,TRUE
101,"0:21:00.93","Calendar","Short","3","E (End)","f",19,1,"low",2,TRUE
102,"0:04:40.44",NA,NA,NA,"T (Time Sync)","m",51,2,"low",1,FALSE
102,"0:04:46.09","Calendar","Short","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:05:14.88","Calendar","Short","1","E (End)","m",51,2,"low",1,FALSE
102,"0:05:22.85","Calendar","Short","2","B (Begin)","m",51,2,"low",1,FALSE
102,"0:05:37.30","Calendar","Short","2","E (End)","m",51,2,"low",1,FALSE
102,"0:05:45.33","Calendar","Short","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:06:14.67","Calendar","Short","3","E (End)","m",51,2,"low",1,FALSE
102,"0:07:24.95","Radio","Short","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:07:36.22","Radio","Short","1","E (End)","m",51,2,"low",1,FALSE
102,"0:07:41.64","Radio","Short","2","B (Begin)","m",51,2,"low",1,FALSE
102,"0:07:52.62","Radio","Short","2","E (End)","m",51,2,"low",1,FALSE
102,"0:07:58.07","Radio","Short","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:08:07.93","Radio","Short","3","E (End)","m",51,2,"low",1,FALSE
102,"0:08:13.66","Radio","Short","4","B (Begin)","m",51,2,"low",1,FALSE
102,"0:08:23.97","Radio","Short","4","E (End)","m",51,2,"low",1,FALSE
102,"0:08:29.26","Radio","Short","5","B (Begin)","m",51,2,"low",1,FALSE
102,"0:08:39.82","Radio","Short","5","E (End)","m",51,2,"low",1,FALSE
102,"0:08:45.21","Radio","Short","6","B (Begin)","m",51,2,"low",1,FALSE
102,"0:08:55.20","Radio","Short","6","E (End)","m",51,2,"low",1,FALSE
102,"0:10:10.23","Navigation","Short","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:10:26.61","Navigation","Short","1","E (End)","m",51,2,"low",1,FALSE
102,"0:10:37.14","Navigation","Short","2","B (Begin)","m",51,2,"low",1,FALSE
102,"0:10:52.96","Navigation","Short","2","E (End)","m",51,2,"low",1,FALSE
102,"0:11:03.70","Navigation","Short","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:11:19.99","Navigation","Short","3","E (End)","m",51,2,"low",1,FALSE
102,"0:12:37.27","1","N-back",NA,"B (Begin)","m",51,2,"low",1,FALSE
102,"0:13:38.28","1","N-back",NA,"E (End)","m",51,2,"low",1,FALSE
102,"0:13:48.32","Calendar","Long","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:14:25.28","Calendar","Long","1","E (End)","m",51,2,"low",1,FALSE
102,"0:14:33.35","Calendar","Long","2","B (Begin)","m",51,2,"low",1,FALSE
102,"0:14:57.37","Calendar","Long","2","E (End)","m",51,2,"low",1,FALSE
102,"0:15:05.53","Calendar","Long","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:15:31.17","Calendar","Long","3","E (End)","m",51,2,"low",1,FALSE
102,"0:16:41.71","Radio","Long","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:16:59.78","Radio","Long","1","E (End)","m",51,2,"low",1,FALSE
102,"0:17:05.81","Radio","Long","2","B (Begin)","m",51,2,"low",1,FALSE
102,"0:17:24.85","Radio","Long","2","E (End)","m",51,2,"low",1,FALSE
102,"0:17:30.56","Radio","Long","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:17:49.44","Radio","Long","3","E (End)","m",51,2,"low",1,FALSE
102,"0:17:55.18","Radio","Long","4","B (Begin)","m",51,2,"low",1,FALSE
102,"0:18:13.32","Radio","Long","4","E (End)","m",51,2,"low",1,FALSE
102,"0:18:19.28","Radio","Long","5","B (Begin)","m",51,2,"low",1,FALSE
102,"0:18:37.51","Radio","Long","5","E (End)","m",51,2,"low",1,FALSE
102,"0:18:43.03","Radio","Long","6","B (Begin)","m",51,2,"low",1,FALSE
102,"0:19:01.08","Radio","Long","6","E (End)","m",51,2,"low",1,FALSE
102,"0:20:16.45","Navigation","Long","1","B (Begin)","m",51,2,"low",1,FALSE
102,"0:20:40.08","Navigation","Long","1","E (End)","m",51,2,"low",1,FALSE
102,"0:20:50.42","Navigation","Long","2","B (Begin)","m",51,2,"low",1,TRUE
102,"0:20:57.26","Navigation","Long","2","E (End)","m",51,2,"low",1,TRUE
102,"0:21:08.25","Navigation","Long","3","B (Begin)","m",51,2,"low",1,FALSE
102,"0:21:32.34","Navigation","Long","3","E (End)","m",51,2,"low",1,FALSE
102,"0:03:01.62",NA,NA,NA,"T (Time Sync)","m",51,2,"low",2,FALSE
102,"0:03:04.81","Radio","Long","1","F (Forward (On 'Road'))","m",51,2,"low",2,FALSE
102,"0:03:04.81","Radio","Long","1","B (Begin)","m",51,2,"low",2,FALSE
102,"0:03:12.30","Radio","Long","1","S (Secondary Display )","m",51,2,"low",2,FALSE
102,"0:03:13.03","Radio","Long","1","F (Forward (On 'Road'))","m",51,2,"low",2,FALSE
102,"0:03:16.63","Radio","Long","1","S (Secondary Display )","m",51,2,"low",2,FALSE
