xxx,5/6/2015,16:58:42,Main Run,1A,7,Nav Easy,Audio Only,Jump to trial 7,0:00:00.00,-5.017,NA,NA,
xxx,5/6/2015,16:58:43,Main Run,1A,7,Nav Easy,Audio Only,(nav) end prompt,0:00:01.12,1.127,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/7/2015,20:32:36,Main Run,1B,1,TDT Short,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/7/2015,20:32:41,Main Run,1B,2,Nav Easy,Hybrid,Jump to trial 2,0:00:00.00,0,NA,NA,
xxx,5/7/2015,20:32:50,Main Run,1B,2,Nav Easy,Hybrid,(nav) end prompt,0:00:09.36,9.362,NA,NA,
xxx,5/7/2015,20:32:57,Main Run,1B,2,Nav Easy,Hybrid,(nav) line 3,0:00:16.14,6.784,no,NA,
xxx,5/7/2015,20:32:57,Main Run,1B,2,Nav Easy,Hybrid,show confirmation,0:00:16.41,0.273,NA,NA,
xxx,5/7/2015,20:33:02,Main Run,1B,3,Nav Hard,Hybrid,start trial 3,0:00:21.45,5.032,NA,NA,
xxx,5/7/2015,20:33:04,Main Run,1B,3,Nav Hard,Hybrid,(nav) end prompt,0:00:22.88,1.435,NA,NA,
xxx,5/7/2015,20:33:18,Main Run,1B,4,Nav Hard,Hybrid,Jump to trial 4,0:00:00.00,-22.886,NA,NA,
xxx,5/7/2015,20:33:19,Main Run,1B,4,Nav Hard,Hybrid,(nav) end prompt,0:00:01.32,1.324,NA,NA,
xxx,5/7/2015,20:34:11,Main Run,1B,4,Nav Hard,Hybrid,(nav) line 5,0:00:52.78,51.462,yes,NA,
xxx,5/7/2015,20:34:11,Main Run,1B,4,Nav Hard,Hybrid,show confirmation,0:00:53.01,0.226,NA,NA,
xxx,5/7/2015,20:34:16,Main Run,1B,5,Nav Hard,Hybrid,start trial 5,0:00:58.04,5.033,NA,NA,
xxx,5/7/2015,20:34:17,Main Run,1B,5,Nav Hard,Hybrid,(nav) end prompt,0:00:59.16,1.122,NA,NA,
xxx,5/10/2015,23:21:16,Main Run,1A,1,TDT Long,NA,change scenario,0:00:27.06,27.066,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/10/2015,23:21:28,Main Run,1A,1,TDT Long,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/10/2015,23:21:33,Main Run,1A,1,TDT Long,NA,chime,0:00:05.01,5.014,NA,NA,
xxx,5/10/2015,23:21:40,Main Run,1A,5,Nav Easy,Audio Only,Jump to trial 5,0:00:00.00,-5.014,NA,NA,
xxx,5/10/2015,23:21:41,Main Run,1A,5,Nav Easy,Audio Only,(nav) end prompt,0:00:01.11,1.114,NA,NA,
xxx,5/10/2015,23:22:27,Main Run,1A,2,Nav Hard,Audio Only,Jump to trial 2,0:00:00.00,-1.113,NA,NA,
xxx,5/10/2015,23:22:28,Main Run,1A,2,Nav Hard,Audio Only,(nav) end prompt,0:00:01.11,1.116,NA,NA,
xxx,5/10/2015,23:22:45,Main Run,1A,3,Nav Easy,Audio Only,Jump to trial 3,0:00:00.00,-1.117,NA,NA,
xxx,5/10/2015,23:22:46,Main Run,1A,3,Nav Easy,Audio Only,(nav) end prompt,0:00:01.32,1.328,NA,NA,
xxx,5/10/2015,23:22:57,Main Run,1A,4,Nav Hard,Audio Only,Jump to trial 4,0:00:00.00,-1.328,NA,NA,
xxx,5/10/2015,23:22:59,Main Run,1A,4,Nav Hard,Audio Only,(nav) end prompt,0:00:01.31,1.317,NA,NA,
xxx,5/10/2015,23:23:18,Main Run,1A,5,Nav Easy,Audio Only,Jump to trial 5,0:00:00.00,-1.317,NA,NA,
xxx,5/10/2015,23:23:23,Main Run,1A,5,Nav Easy,Audio Only,(nav) end prompt,0:00:05.00,5.001,NA,NA,
xxx,5/10/2015,23:23:36,Main Run,1A,6,Nav Easy,Audio Only,Jump to trial 6,0:00:00.00,-5.001,NA,NA,
xxx,5/10/2015,23:23:37,Main Run,1A,6,Nav Easy,Audio Only,(nav) end prompt,0:00:01.31,1.317,NA,NA,
xxx,5/10/2015,23:23:47,Main Run,1A,7,Nav Hard,Audio Only,Jump to trial 7,0:00:00.00,-1.317,NA,NA,
xxx,5/10/2015,23:23:49,Main Run,1A,7,Nav Hard,Audio Only,(nav) end prompt,0:00:01.31,1.318,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/14/2015,16:30:36,Main Run,1B,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:30:39,Main Run,1B,9,Radio,Visual Only,chime,0:00:02.43,2.434,NA,NA,
xxx,5/14/2015,16:30:40,Main Run,1B,9,Radio,Visual Only,r_command_correct,0:00:03.67,1.242,NA,NA,
xxx,5/14/2015,16:30:45,Main Run,1B,9,Radio,Visual Only,r_confirm_correct,0:00:08.82,5.153,NA,yes,
xxx,5/14/2015,16:30:45,Main Run,1B,10,Radio,Visual Only,next trial,0:00:08.85,0.031,NA,NA,
xxx,5/14/2015,16:30:48,Main Run,1B,10,Radio,Visual Only,chime,0:00:12.07,3.219,NA,NA,
xxx,5/14/2015,16:30:50,Main Run,1B,10,Radio,Visual Only,r_command_correct,0:00:13.62,1.547,NA,NA,
xxx,5/14/2015,16:30:55,Main Run,1B,10,Radio,Visual Only,r_confirm_correct,0:00:18.53,4.906,NA,yes,
xxx,5/14/2015,16:30:55,Main Run,1B,11,Radio,Visual Only,next trial,0:00:18.56,0.031,NA,NA,
xxx,5/14/2015,16:30:58,Main Run,1B,11,Radio,Visual Only,chime,0:00:21.78,3.219,NA,NA,
xxx,5/14/2015,16:30:59,Main Run,1B,11,Radio,Visual Only,r_command_correct,0:00:23.03,1.25,NA,NA,
xxx,5/14/2015,16:31:04,Main Run,1B,11,Radio,Visual Only,r_confirm_correct,0:00:28.03,5.001,NA,yes,
xxx,5/14/2015,16:31:05,Main Run,1B,12,Radio,Visual Only,next trial,0:00:28.28,0.256,NA,NA,
xxx,5/14/2015,16:31:08,Main Run,1B,12,Radio,Visual Only,chime,0:00:31.51,3.229,NA,NA,
xxx,5/14/2015,16:31:10,Main Run,1B,12,Radio,Visual Only,r_command_correct,0:00:33.44,1.922,NA,NA,
xxx,5/14/2015,16:31:15,Main Run,1B,12,Radio,Visual Only,r_confirm_correct,0:00:38.30,4.86,NA,yes,
xxx,5/14/2015,16:31:15,Main Run,1B,13,Radio,Visual Only,next trial,0:00:38.33,0.031,NA,NA,
xxx,5/14/2015,16:31:18,Main Run,1B,13,Radio,Visual Only,chime,0:00:41.56,3.235,NA,NA,
xxx,5/14/2015,16:35:44,Main Run,2B,1,TDT Short,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/14/2015,16:35:49,Main Run,2B,1,TDT Short,NA,chime,0:00:05.02,5.027,NA,NA,
xxx,5/14/2015,16:35:51,Main Run,2B,2,Radio,Visual Only,Jump to trial 2,0:00:00.00,-5.027,NA,NA,
xxx,5/14/2015,16:35:54,Main Run,2B,2,Radio,Visual Only,chime,0:00:03.22,3.221,NA,NA,
xxx,5/14/2015,16:35:55,Main Run,2B,2,Radio,Visual Only,r_command_correct,0:00:03.99,0.774,NA,NA,
xxx,5/14/2015,16:36:00,Main Run,2B,2,Radio,Visual Only,r_confirm_correct,0:00:08.84,4.847,NA,yes,
xxx,5/14/2015,16:36:00,Main Run,2B,3,Radio,Visual Only,next trial,0:00:08.87,0.03,NA,NA,
xxx,5/14/2015,16:36:03,Main Run,2B,3,Radio,Visual Only,chime,0:00:12.09,3.222,NA,NA,
xxx,5/14/2015,16:36:04,Main Run,2B,3,Radio,Visual Only,r_command_correct,0:00:12.83,0.74,NA,NA,
xxx,5/14/2015,16:36:12,Main Run,3A,1,TDT Long,NA,change scenario,0:00:20.61,20.618,NA,NA,
xxx,5/14/2015,16:36:16,Main Run,3A,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,-20.618,NA,NA,
xxx,5/14/2015,16:36:20,Main Run,3A,9,Radio,Visual Only,chime,0:00:03.22,3.221,NA,NA,
xxx,5/14/2015,16:36:21,Main Run,3A,9,Radio,Visual Only,r_command_correct,0:00:04.74,1.521,NA,NA,
xxx,5/14/2015,16:36:27,Main Run,3A,9,Radio,Visual Only,r_confirm_correct,0:00:10.04,5.303,NA,yes,
xxx,5/14/2015,16:36:27,Main Run,3A,10,Radio,Visual Only,next trial,0:00:10.07,0.028,NA,NA,
xxx,5/14/2015,16:36:30,Main Run,3A,10,Radio,Visual Only,chime,0:00:13.29,3.22,NA,NA,
xxx,5/14/2015,16:36:31,Main Run,3A,10,Radio,Visual Only,r_command_correct,0:00:14.38,1.088,NA,NA,
xxx,5/14/2015,16:36:36,Main Run,3A,10,Radio,Visual Only,r_confirm_correct,0:00:19.33,4.952,NA,yes,
xxx,5/14/2015,16:36:36,Main Run,3A,11,Radio,Visual Only,next trial,0:00:19.36,0.028,NA,NA,
xxx,5/14/2015,16:36:39,Main Run,3A,11,Radio,Visual Only,chime,0:00:22.58,3.221,NA,NA,
xxx,5/14/2015,16:36:40,Main Run,3A,11,Radio,Visual Only,r_command_correct,0:00:23.82,1.239,NA,NA,
xxx,5/14/2015,16:36:45,Main Run,3A,11,Radio,Visual Only,r_confirm_correct,0:00:28.44,4.623,NA,yes,
xxx,5/14/2015,16:36:45,Main Run,3A,12,Radio,Visual Only,next trial,0:00:28.47,0.029,NA,NA,
xxx,5/14/2015,16:36:48,Main Run,3A,12,Radio,Visual Only,chime,0:00:31.70,3.234,NA,NA,
xxx,5/14/2015,16:36:50,Main Run,3A,12,Radio,Visual Only,r_command_correct,0:00:33.45,1.746,NA,NA,
xxx,5/14/2015,16:36:55,Main Run,3A,12,Radio,Visual Only,r_confirm_correct,0:00:38.58,5.128,NA,yes,
xxx,5/14/2015,16:36:55,Main Run,3A,13,Radio,Visual Only,next trial,0:00:38.60,0.028,NA,NA,
xxx,5/14/2015,16:36:58,Main Run,3A,13,Radio,Visual Only,chime,0:00:41.83,3.222,NA,NA,
xxx,5/14/2015,16:37:01,Main Run,3A,13,Radio,Visual Only,r_command_repeat,0:00:44.89,3.062,NA,NA,
xxx,5/14/2015,16:37:04,Main Run,3A,13,Radio,Visual Only,r_command_repeat,0:00:47.58,2.688,NA,NA,
xxx,5/14/2015,16:37:05,Main Run,3A,13,Radio,Visual Only,chime,0:00:48.14,0.563,NA,NA,
xxx,5/14/2015,16:37:07,Main Run,3A,13,Radio,Visual Only,chime,0:00:50.83,2.695,NA,NA,
xxx,5/14/2015,16:37:55,Main Run,4A,1,TDT Long,NA,change scenario,0:01:38.30,98.3,NA,NA,
xxx,5/14/2015,16:37:57,Main Run,4A,2,Radio,Visual Only,Jump to trial 2,0:00:00.00,-98.3,NA,NA,
xxx,5/14/2015,16:38:00,Main Run,4A,2,Radio,Visual Only,r_command_correct,0:00:02.44,2.445,NA,NA,
xxx,5/14/2015,16:38:01,Main Run,4A,2,Radio,Visual Only,chime,0:00:03.22,0.784,NA,NA,
xxx,5/14/2015,16:38:02,Main Run,4A,2,Radio,Visual Only,r_command_correct,0:00:05.10,1.879,NA,NA,
xxx,5/14/2015,16:38:07,Main Run,4A,2,Radio,Visual Only,r_confirm_correct,0:00:09.86,4.752,NA,yes,
xxx,5/14/2015,16:38:07,Main Run,4A,3,Radio,Visual Only,next trial,0:00:09.88,0.028,NA,NA,
xxx,5/14/2015,16:38:10,Main Run,4A,3,Radio,Visual Only,chime,0:00:13.10,3.221,NA,NA,
xxx,5/14/2015,16:38:12,Main Run,4A,3,Radio,Visual Only,r_command_correct,0:00:15.07,1.967,NA,NA,
xxx,5/14/2015,16:38:17,Main Run,4A,3,Radio,Visual Only,r_confirm_correct,0:00:20.09,5.016,NA,yes,
xxx,5/14/2015,16:38:17,Main Run,4A,4,Radio,Visual Only,next trial,0:00:20.12,0.029,NA,NA,
xxx,5/14/2015,16:38:20,Main Run,4A,4,Radio,Visual Only,chime,0:00:22.35,2.237,NA,NA,
xxx,5/14/2015,16:38:21,Main Run,4A,4,Radio,Visual Only,r_command_correct,0:00:24.17,1.814,NA,NA,
xxx,5/14/2015,16:38:26,Main Run,4A,4,Radio,Visual Only,r_confirm_correct,0:00:28.57,4.408,NA,yes,
xxx,5/14/2015,16:38:26,Main Run,4A,5,Radio,Visual Only,next trial,0:00:28.60,0.029,NA,NA,
xxx,5/14/2015,16:38:29,Main Run,4A,5,Radio,Visual Only,chime,0:00:31.83,3.222,NA,NA,
xxx,5/14/2015,16:38:30,Main Run,4A,5,Radio,Visual Only,r_command_correct,0:00:33.09,1.269,NA,NA,
xxx,5/14/2015,16:38:35,Main Run,4A,5,Radio,Visual Only,r_confirm_correct,0:00:38.12,5.024,NA,yes,
xxx,5/14/2015,16:38:35,Main Run,4A,6,Radio,Visual Only,next trial,0:00:38.15,0.029,NA,NA,
xxx,5/14/2015,16:38:39,Main Run,4A,6,Radio,Visual Only,chime,0:00:41.37,3.22,NA,NA,
xxx,5/14/2015,16:38:40,Main Run,4A,6,Radio,Visual Only,r_command_correct,0:00:42.46,1.087,NA,NA,
xxx,5/14/2015,16:38:44,Main Run,4A,6,Radio,Visual Only,r_confirm_correct,0:00:46.96,4.504,NA,yes,
xxx,5/14/2015,16:38:44,Main Run,4A,7,Radio,Visual Only,next trial,0:00:46.99,0.03,NA,NA,
xxx,5/14/2015,16:38:48,Main Run,4A,7,Radio,Visual Only,chime,0:00:50.22,3.233,NA,NA,
xxx,5/14/2015,16:38:49,Main Run,4A,7,Radio,Visual Only,r_command_correct,0:00:51.49,1.272,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/17/2015,17:53:18,Main Run,1B,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,0,NA,NA,
xxx,5/17/2015,17:53:20,Main Run,1B,9,Radio,Visual Only,chime,0:00:02.46,2.463,NA,NA,
xxx,5/17/2015,17:53:22,Main Run,1B,9,Radio,Visual Only,r_command_correct,0:00:04.19,1.73,NA,NA,
xxx,5/17/2015,17:56:18,Main Run,2B,1,TDT Short,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/17/2015,17:56:23,Main Run,2B,1,TDT Short,NA,chime,0:00:05.02,5.025,NA,NA,
xxx,5/17/2015,17:56:26,Main Run,2B,2,Radio,Visual Only,Jump to trial 2,0:00:00.00,-5.025,NA,NA,
xxx,5/17/2015,17:56:29,Main Run,2B,2,Radio,Visual Only,chime,0:00:03.23,3.237,NA,NA,
xxx,5/17/2015,17:56:30,Main Run,2B,2,Radio,Visual Only,r_command_correct,0:00:04.11,0.874,NA,NA,
xxx,5/17/2015,17:56:35,Main Run,2B,2,Radio,Visual Only,r_confirm_correct,0:00:09.03,4.92,NA,yes,
xxx,5/17/2015,17:56:35,Main Run,2B,3,Radio,Visual Only,next trial,0:00:09.06,0.038,NA,NA,
xxx,5/17/2015,17:56:38,Main Run,2B,3,Radio,Visual Only,chime,0:00:12.28,3.22,NA,NA,
xxx,5/17/2015,17:56:39,Main Run,2B,3,Radio,Visual Only,r_command_correct,0:00:13.59,1.301,NA,NA,
xxx,5/17/2015,17:56:44,Main Run,2B,3,Radio,Visual Only,r_confirm_correct,0:00:18.20,4.617,NA,yes,
xxx,5/17/2015,17:56:44,Main Run,2B,4,Radio,Visual Only,next trial,0:00:18.24,0.035,NA,NA,
xxx,5/17/2015,17:56:47,Main Run,2B,4,Radio,Visual Only,chime,0:00:21.46,3.219,NA,NA,
xxx,5/17/2015,17:56:48,Main Run,2B,4,Radio,Visual Only,r_command_correct,0:00:22.68,1.225,NA,NA,
xxx,5/17/2015,17:56:53,Main Run,2B,4,Radio,Visual Only,r_confirm_correct,0:00:27.66,4.976,NA,yes,
xxx,5/17/2015,17:56:53,Main Run,2B,5,Radio,Visual Only,next trial,0:00:27.69,0.037,NA,NA,
xxx,5/17/2015,17:56:55,Main Run,2B,5,Radio,Visual Only,chime,0:00:29.93,2.232,NA,NA,
xxx,5/17/2015,17:56:57,Main Run,2B,5,Radio,Visual Only,r_command_correct,0:00:31.19,1.268,NA,NA,
xxx,5/17/2015,17:57:01,Main Run,2B,5,Radio,Visual Only,r_confirm_correct,0:00:35.68,4.487,NA,yes,
xxx,5/17/2015,17:57:01,Main Run,2B,6,Radio,Visual Only,next trial,0:00:35.72,0.038,NA,NA,
xxx,5/17/2015,17:57:04,Main Run,2B,6,Radio,Visual Only,chime,0:00:38.94,3.22,NA,NA,
xxx,5/17/2015,17:57:08,Main Run,2B,6,Radio,Visual Only,r_command_correct,0:00:42.50,3.558,NA,NA,
xxx,5/17/2015,17:57:13,Main Run,2B,6,Radio,Visual Only,r_confirm_correct,0:00:47.51,5.016,NA,yes,
xxx,5/17/2015,17:57:13,Main Run,2B,7,Radio,Visual Only,next trial,0:00:47.54,0.029,NA,NA,
xxx,5/17/2015,17:57:15,Main Run,2B,7,Radio,Visual Only,chime,0:00:49.78,2.235,NA,NA,
xxx,5/17/2015,17:57:16,Main Run,2B,7,Radio,Visual Only,r_command_correct,0:00:50.67,0.897,NA,NA,
xxx,5/17/2015,17:57:21,Main Run,2B,7,Radio,Visual Only,r_confirm_correct,0:00:55.10,4.423,NA,yes,
xxx,5/17/2015,17:57:21,Main Run,2B,8,TDT Short,NA,next trial,0:00:55.13,0.033,NA,NA,
xxx,5/17/2015,17:57:24,Main Run,3A,1,TDT Long,NA,change scenario,0:00:58.02,58.022,NA,NA,
xxx,5/17/2015,17:57:26,Main Run,3A,1,TDT Long,NA,chime,0:01:00.16,60.167,NA,NA,
xxx,5/17/2015,17:57:27,Main Run,3A,1,TDT Long,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/17/2015,17:57:32,Main Run,3A,1,TDT Long,NA,chime,0:00:05.03,5.032,NA,NA,
xxx,5/17/2015,17:57:33,Main Run,3A,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,-5.032,NA,NA,
xxx,5/17/2015,17:57:36,Main Run,3A,9,Radio,Visual Only,chime,0:00:03.22,3.228,NA,NA,
xxx,5/17/2015,17:57:37,Main Run,3A,9,Radio,Visual Only,r_command_correct,0:00:04.10,0.876,NA,NA,
xxx,5/17/2015,17:57:42,Main Run,3A,9,Radio,Visual Only,r_confirm_correct,0:00:08.72,4.616,NA,yes,
xxx,5/17/2015,17:57:42,Main Run,3A,10,Radio,Visual Only,next trial,0:00:08.75,0.03,NA,NA,
xxx,5/17/2015,17:57:45,Main Run,3A,10,Radio,Visual Only,chime,0:00:11.97,3.222,NA,NA,
xxx,5/17/2015,17:57:46,Main Run,3A,10,Radio,Visual Only,r_command_correct,0:00:13.07,1.108,NA,NA,
xxx,5/17/2015,17:57:51,Main Run,3A,10,Radio,Visual Only,r_confirm_correct,0:00:18.20,5.12,NA,yes,
xxx,5/17/2015,17:57:51,Main Run,3A,11,Radio,Visual Only,next trial,0:00:18.24,0.04,NA,NA,
xxx,5/17/2015,17:57:54,Main Run,3A,11,Radio,Visual Only,chime,0:00:20.47,2.234,NA,NA,
xxx,5/17/2015,17:57:55,Main Run,3A,11,Radio,Visual Only,r_command_correct,0:00:21.58,1.109,NA,NA,
xxx,5/17/2015,17:57:59,Main Run,3A,11,Radio,Visual Only,r_confirm_correct,0:00:26.08,4.505,NA,yes,
xxx,5/17/2015,17:57:59,Main Run,3A,12,Radio,Visual Only,next trial,0:00:26.11,0.029,NA,NA,
xxx,5/17/2015,17:58:03,Main Run,3A,12,Radio,Visual Only,chime,0:00:29.33,3.218,NA,NA,
xxx,5/17/2015,17:58:03,Main Run,3A,12,Radio,Visual Only,r_command_correct,0:00:30.22,0.888,NA,NA,
xxx,5/17/2015,17:58:08,Main Run,3A,12,Radio,Visual Only,r_confirm_correct,0:00:35.07,4.857,NA,yes,
xxx,5/17/2015,17:58:08,Main Run,3A,13,Radio,Visual Only,next trial,0:00:35.10,0.028,NA,NA,
xxx,5/17/2015,17:58:11,Main Run,3A,13,Radio,Visual Only,chime,0:00:37.33,2.223,NA,NA,
xxx,5/17/2015,18:00:01,Main Run,3A,1,TDT Long,NA,change scenario,0:00:17.54,17.548,NA,NA,
xxx,5/17/2015,18:00:05,Main Run,3A,9,Radio,Visual Only,Jump to trial 9,0:00:00.00,-17.548,NA,NA,
xxx,5/17/2015,18:00:08,Main Run,3A,9,Radio,Visual Only,r_command_correct,0:00:02.71,2.713,NA,NA,
xxx,5/17/2015,18:00:09,Main Run,3A,9,Radio,Visual Only,chime,0:00:03.22,0.516,NA,NA,
xxx,5/17/2015,18:00:10,Main Run,3A,9,Radio,Visual Only,r_command_correct,0:00:04.43,1.204,NA,NA,
xxx,5/17/2015,18:00:15,Main Run,3A,9,Radio,Visual Only,r_confirm_correct,0:00:09.52,5.095,NA,yes,
xxx,5/17/2015,18:00:15,Main Run,3A,10,Radio,Visual Only,next trial,0:00:09.55,0.03,NA,NA,
xxx,5/17/2015,18:00:18,Main Run,3A,10,Radio,Visual Only,chime,0:00:12.78,3.231,NA,NA,
xxx,5/17/2015,18:00:19,Main Run,3A,10,Radio,Visual Only,r_command_correct,0:00:14.08,1.299,NA,NA,
xxx,5/17/2015,18:00:25,Main Run,3A,10,Radio,Visual Only,r_confirm_correct,0:00:19.93,5.848,NA,yes,
xxx,5/17/2015,18:00:25,Main Run,3A,11,Radio,Visual Only,next trial,0:00:19.95,0.022,NA,NA,
xxx,5/17/2015,18:00:29,Main Run,3A,11,Radio,Visual Only,chime,0:00:23.17,3.221,NA,NA,
xxx,5/17/2015,18:00:30,Main Run,3A,11,Radio,Visual Only,r_command_correct,0:00:24.70,1.526,NA,NA,
xxx,5/17/2015,18:00:35,Main Run,3A,11,Radio,Visual Only,r_confirm_correct,0:00:29.61,4.911,NA,yes,
xxx,5/17/2015,18:00:35,Main Run,3A,12,Radio,Visual Only,next trial,0:00:29.64,0.029,NA,NA,
xxx,5/17/2015,18:00:38,Main Run,3A,12,Radio,Visual Only,chime,0:00:32.86,3.222,NA,NA,
xxx,5/17/2015,18:00:39,Main Run,3A,12,Radio,Visual Only,r_command_correct,0:00:33.72,0.853,NA,NA,
xxx,5/17/2015,18:00:44,Main Run,3A,12,Radio,Visual Only,r_confirm_correct,0:00:38.64,4.929,NA,yes,
xxx,5/17/2015,18:00:44,Main Run,3A,13,Radio,Visual Only,next trial,0:00:38.69,0.051,NA,NA,
xxx,5/17/2015,18:00:46,Main Run,3A,13,Radio,Visual Only,chime,0:00:40.94,2.247,NA,NA,
xxx,5/17/2015,18:00:47,Main Run,3A,13,Radio,Visual Only,r_command_correct,0:00:41.71,0.773,NA,NA,
PID, Date, Time, RunType, Scenario, Trial, Task, Mode, InputEvent, ElapsedTime, Duration, N_OptimalChoice, R_FirstTry, Notes
xxx,5/19/2015,22:39:23,Main Run,4A,1,TDT Long,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/19/2015,22:39:28,Main Run,4A,1,TDT Long,NA,chime,0:00:05.01,5.018,NA,NA,
xxx,5/19/2015,22:44:39,Main Run,3A,1,TDT Long,NA,Start Run,0:00:00.00,0,NA,NA,
xxx,5/19/2015,22:44:44,Main Run,3A,1,TDT Long,NA,chime,0:00:05.01,5.016,NA,NA,
